"","data","Freq"
"32285","monsoon_nn",8
"32286","moorish_jj",8
"32287","moorland_nn",8
"32288","moralizing_vbg",8
"32289","morecombe_nnp",8
"32290","mortimer_nnp",8
"32291","mote_nn",8
"32292","motes_nns",8
"32293","mother-tongue_nn",8
"32294","moulding_nn",8
"32295","mountains_nnps",8
"32296","moving_jj",8
"32297","munich_nnp",8
"32298","mushroom_nn",8
"32299","mustering_vbg",8
"32300","mythological_jj",8
"32301","na_nn",8
"32302","naebody_nn",8
"32303","nags_nns",8
"32304","nakhoda_nn",8
"32305","nan_jj",8
"32306","nankeen_jj",8
"32307","nankeen_nn",8
"32308","napoleons_nns",8
"32309","narrated_jj",8
"32310","nasal_jj",8
"32311","nay_vb",8
"32312","nazarene_nnp",8
"32313","neddy_nnp",8
"32314","need_vbn",8
"32315","needful_nn",8
"32316","negatives_nns",8
"32317","negotiator_nn",8
"32318","negro_nnp",8
"32319","neighbourly_rb",8
"32320","nephey_nn",8
"32321","neros_nnp",8
"32322","nerveless_jj",8
"32323","netherlands_nnp",8
"32324","nettled_jj",8
"32325","new-laid_jj",8
"32326","newness_nn",8
"32327","niggers_nns",8
"32328","nipped_vbd",8
"32329","no.",8
"32330","noan_jj",8
"32331","nob_nn",8
"32332","noblesse_nn",8
"32333","noggs_nnps",8
"32334","non-appearance_nn",8
"32335","normally_rb",8
"32336","northumbrian_jj",8
"32337","nothings_nns",8
"32338","nourish_vb",8
"32339","nova_nnp",8
"32340","novices_nns",8
"32341","nullify_vb",8
"32342","nurture_vbp",8
"32343","oaf_nn",8
"32344","oatmeal_nn",8
"32345","objectless_jj",8
"32346","obliterating_vbg",8
"32347","obloquy_nn",8
"32348","obsession_nn",8
"32349","occupier_nn",8
"32350","odorous_jj",8
"32351","officiating_jj",8
"32352","oigh_nn",8
"32353","old-established_jj",8
"32354","omit_vbp",8
"32355","oncommon_jj",8
"32356","oorya_nnp",8
"32357","ooze_nn",8
"32358","oozing_vbg",8
"32359","opera-glass_nn",8
"32360","opposes_vbz",8
"32361","oppressions_nns",8
"32362","opprobrium_nn",8
"32363","optat_nnp",8
"32364","optical_jj",8
"32365","optics_nns",8
"32366","organist_nn",8
"32367","ornamented_jj",8
"32368","ostrich_nn",8
"32369","other_nnp",8
"32370","ous_jj",8
"32371","outcries_nns",8
"32372","outermost_jj",8
"32373","outgoing_jj",8
"32374","outlast_vb",8
"32375","outlier_nnp",8
"32376","outraged_vbd",8
"32377","outs_nns",8
"32378","outwards_rb",8
"32379","outweigh_vb",8
"32380","over-against_jj",8
"32381","overawed_vbn",8
"32382","overblown_jj",8
"32383","overdo_vb",8
"32384","overdrawn_jj",8
"32385","overflowings_nns",8
"32386","overhung_vbg",8
"32387","overpowering_jj",8
"32388","overreached_vbn",8
"32389","overruled_vbn",8
"32390","overshadowing_vbg",8
"32391","p.s._nn",8
"32392","paired_vbn",8
"32393","palatial_jj",8
"32394","palm_vb",8
"32395","pan_nnp",8
"32396","panegyric_jj",8
"32397","panelled_jj",8
"32398","panniers_nns",8
"32399","pant_vb",8
"32400","paraeus_nnp",8
"32401","parallels_nns",8
"32402","pardoned_vbd",8
"32403","parlour-maid_nn",8
"32404","parrots_nns",8
"32405","parrying_vbg",8
"32406","parsonage-house_nn",8
"32407","partie_nn",8
"32408","pas_vbz",8
"32409","pascal_nnp",8
"32410","passports_nns",8
"32411","pasted_vbn",8
"32412","paternity_nn",8
"32413","patronised_vbn",8
"32414","patronising_vbg",8
"32415","pattered_vbd",8
"32416","pauvre_nn",8
"32417","paving_nn",8
"32418","pebble_nn",8
"32419","peccadilloes_nns",8
"32420","pedestrian_jj",8
"32421","pedigrees_nns",8
"32422","penances_nns",8
"32423","penetrate_vbp",8
"32424","penistone_nnp",8
"32425","penitently_rb",8
"32426","penning_vbg",8
"32427","perfunctory_jj",8
"32428","periodicals_nns",8
"32429","perish_vbp",8
"32430","perishable_jj",8
"32431","permanence_nn",8
"32432","permissible_jj",8
"32433","peroration_nn",8
"32434","perpetuated_vbn",8
"32435","petitioned_vbd",8
"32436","petitioning_vbg",8
"32437","pettifogging_vbg",8
"32438","pheasant_jj",8
"32439","pheasant_nn",8
"32440","phinny_nnp",8
"32441","physiological_jj",8
"32442","picking_nn",8
"32443","picture_vbp",8
"32444","piece_vb",8
"32445","pieman_nn",8
"32446","piers_nns",8
"32447","pigeon-house_nn",8
"32448","pigeon-pie_nn",8
"32449","pigeon_nnp",8
"32450","pilgrimages_nns",8
"32451","pine_vbp",8
"32452","pique_vb",8
"32453","piratical_jj",8
"32454","pitfall_nn",8
"32455","placards_nns",8
"32456","places_nnps",8
"32457","plack_nn",8
"32458","plain_nnp",8
"32459","plaints_nns",8
"32460","plane-trees_nns",8
"32461","plastic_jj",8
"32462","plated_jj",8
"32463","playfellows_nns",8
"32464","plead_vbp",8
"32465","pleaders_nns",8
"32466","pleadingly_rb",8
"32467","pleasantest_nn",8
"32468","plenteous_jj",8
"32469","plese_vb",8
"32470","plough_vb",8
"32471","ploughed_vbd",8
"32472","pointers_nns",8
"32473","polemical_jj",8
"32474","political_nnp",8
"32475","pomney_nnp",8
"32476","ponchos_nns",8
"32477","pondered_vbn",8
"32478","poo_nn",8
"32479","porcupine_nn",8
"32480","port-wine_nn",8
"32481","porth_nn",8
"32482","portionless_jj",8
"32483","portly_jj",8
"32484","portray_nnp",8
"32485","portrayed_vbn",8
"32486","posting-house_nn",8
"32487","postscript_nnp",8
"32488","potential_jj",8
"32489","pottage_nn",8
"32490","pouncing_vbg",8
"32491","pound_vb",8
"32492","pounded_vbd",8
"32493","powell_nnp",8
"32494","pox_nnp",8
"32495","prance_vb",8
"32496","prate_vb",8
"32497","pre-eminence_nn",8
"32498","pre-eminently_rb",8
"32499","preachments_nns",8
"32500","precipitated_vbd",8
"32501","premise_nn",8
"32502","presumptuously_rb",8
"32503","preying_vbg",8
"32504","prick_vb",8
"32505","prided_vbn",8
"32506","priestly_jj",8
"32507","primness_nn",8
"32508","printing_vbg",8
"32509","pro_fw",8
"32510","problematical_jj",8
"32511","processions_nns",8
"32512","prodigality_nn",8
"32513","profane_vb",8
"32514","profounder_nn",8
"32515","projector_nn",8
"32516","proletariat_nn",8
"32517","prolific_jj",8
"32518","promontories_nns",8
"32519","propitiatory_jj",8
"32520","propounded_vbn",8
"32521","props_nns",8
"32522","prostitution_nn",8
"32523","proved_jj",8
"32524","provender_nn",8
"32525","pug_nnp",8
"32526","punter_nnp",8
"32527","purcell_nnp",8
"32528","purposing_vbg",8
"32529","purred_vbd",8
"32530","pym_nnp",8
"32531","quaintness_nn",8
"32532","quake_nn",8
"32533","quaking_vbg",8
"32534","quantum_nn",8
"32535","quarter-deck_nn",8
"32536","quarts_nns",8
"32537","que_nnp",8
"32538","quel_nnp",8
"32539","quenched_vbd",8
"32540","questionings_nns",8
"32541","quintal_jj",8
"32542","quizzing_vbg",8
"32543","racecourse_nn",8
"32544","racial_jj",8
"32545","rack_vb",8
"32546","radiating_vbg",8
"32547","rain-drops_nns",8
"32548","rain-water_nn",8
"32549","rajahs_nnp",8
"32550","raly_rb",8
"32551","rapine_nn",8
"32552","ravishers_nns",8
"32553","raw-boned_jj",8
"32554","razors_nns",8
"32555","re-perusal_jj",8
"32556","reappearing_vbg",8
"32557","reassuringly_rb",8
"32558","rebellions_nns",8
"32559","reconcilable_jj",8
"32560","reconnoitre_vb",8
"32561","record_vbp",8
"32562","recriminate_vb",8
"32563","recruit_vbp",8
"32564","recruiting_nn",8
"32565","rectors_nns",8
"32566","reddened_vbn",8
"32567","redress_vb",8
"32568","reefs_nns",8
"32569","rehearsed_vbd",8
"32570","reine_nnp",8
"32571","reinforced_vbn",8
"32572","rejects_vbz",8
"32573","relent_vbp",8
"32574","remark_vbp",8
"32575","remonstrates_vbz",8
"32576","remuneration_nn",8
"32577","renovation_nn",8
"32578","rented_vbd",8
"32579","repassing_vbg",8
"32580","repealed_vbn",8
"32581","report_nnp",8
"32582","reprobate_vb",8
"32583","reproduction_nn",8
"32584","reproving_vbg",8
"32585","republican_nnp",8
"32586","repulses_nns",8
"32587","reputably_rb",8
"32588","resignations_nns",8
"32589","respectable-looking_jj",8
"32590","retrench_vb",8
"32591","reveal_vbp",8
"32592","reveals_vbz",8
"32593","revere_vb",8
"32594","revered_vbn",8
"32595","reverenced_vbn",8
"32596","reversed_vbd",8
"32597","reviewed_vbn",8
"32598","revile_vb",8
"32599","revived_vbd",8
"32600","rewarding_jj",8
"32601","rickety_jj",8
"32602","rife_jj",8
"32603","rifling_vbg",8
"32604","rikki-tikki_nnp",8
"32605","rind_nn",8
"32606","risings_nns",8
"32607","risques_nns",8
"32608","roasting_vbg",8
"32609","roe_nn",8
"32610","rose-bushes_nns",8
"32611","rosebuds_nns",8
"32612","rouge_nnp",8
"32613","roughs_nns",8
"32614","rouleau_nn",8
"32615","routes_nns",8
"32616","rowers_nns",8
"32617","rubbers_nns",8
"32618","ruff_nn",8
"32619","rul_nn",8
"32620","rummage_vb",8
"32621","rumours_nns",8
"32622","runnin_nn",8
"32623","runnin_vbg",8
"32624","rutledge_nnp",8
"32625","sables_nns",8
"32626","sacked_vbn",8
"32627","sacrifice_vbp",8
"32628","sacristan_nnp",8
"32629","sae_nnp",8
"32630","sahara_nnp",8
"32631","salaries_nns",8
"32632","sales_nns",8
"32633","sall_nn",8
"32634","salve_nn",8
"32635","sandbourne_nnp",8
"32636","sapphire_nn",8
"32637","saucy_jj",8
"32638","saul_nnp",8
"32639","saunter_vb",8
"32640","savors_nns",8
"32641","scamper_vb",8
"32642","scanty_nn",8
"32643","scape_nnp",8
"32644","scare_nn",8
"32645","scene_nnp",8
"32646","scenic_jj",8
"32647","sceptically_rb",8
"32648","school-boy_nn",8
"32649","scold_nn",8
"32650","scold_vbp",8
"32651","scorbutic_jj",8
"32652","scorching_jj",8
"32653","scorns_vbz",8
"32654","scoured_vbn",8
"32655","scourged_vbn",8
"32656","screeched_vbd",8
"32657","scribble_vb",8
"32658","scrubbing_vbg",8
"32659","scutcheon_nn",8
"32660","scuttle_vb",8
"32661","sea-weed_nn",8
"32662","sealing-wax_nn",8
"32663","secession_nn",8
"32664","secresy_nn",8
"32665","sects_nns",8
"32666","self-abasement_nn",8
"32667","self-made_jj",8
"32668","self-respecting_jj",8
"32669","sell_nn",8
"32670","sellers_nns",8
"32671","sepulchre_nnp",8
"32672","seraph_nn",8
"32673","serenos_nns",8
"32674","settler_nn",8
"32675","settlers_nns",8
"32676","seventeenth_jj",8
"32677","seventy-six_jj",8
"32678","sexual_jj",8
"32679","sha_fw",8
"32680","shadowing_vbg",8
"32681","sham-marriage_nn",8
"32682","sharers_nns",8
"32683","sharks_nns",8
"32684","sharpened_jj",8
"32685","sheepishness_nn",8
"32686","sheer_nn",8
"32687","shelley_nnp",8
"32688","sheridan_nnp",8
"32689","sheriffs_nns",8
"32690","shewed_vbn",8
"32691","shied_vbd",8
"32692","shin_nn",8
"32693","shoal_jj",8
"32694","shoal_nn",8
"32695","shoo_nn",8
"32696","shook_vbn",8
"32697","shop-windows_nns",8
"32698","short-hand_jj",8
"32699","shrouds_nns",8
"32700","shrugs_vbz",8
"32701","shuddering_nn",8
"32702","shun_vbp",8
"32703","sic_fw",8
"32704","sickened_vbn",8
"32705","sickens_vbz",8
"32706","sidewalk_nn",8
"32707","sidewise_nn",8
"32708","siding_nn",8
"32709","sift_vb",8
"32710","signatures_nns",8
"32711","signet_nn",8
"32712","signify_vbp",8
"32713","silberstadt_nnp",8
"32714","silver-mounted_jj",8
"32715","simmonds_nnp",8
"32716","simplified_vbn",8
"32717","singeing_vbg",8
"32718","single_vb",8
"32719","sinned_vbd",8
"32720","sire_nnp",8
"32721","sitch_nn",8
"32722","six-and-thirty_jj",8
"32723","sixteenth_jj",8
"32724","slanders_nns",8
"32725","slashing_vbg",8
"32726","slates_nns",8
"32727","slatternly_rb",8
"32728","slop_nn",8
"32729","slopes_nnp",8
"32730","slow_nnp",8
"32731","sluggard_nnp",8
"32732","slugs_nns",8
"32733","sluices_nns",8
"32734","smarted_vbn",8
"32735","smiths_nns",8
"32736","smoked_jj",8
"32737","smoker_nn",8
"32738","smugglers_nns",8
"32739","snails_nns",8
"32740","snaps_vbz",8
"32741","sneeringly_rb",8
"32742","sniff_vb",8
"32743","snowdrift_nn",8
"32744","sobbed_vbn",8
"32745","soberness_nn",8
"32746","sociably_rb",8
"32747","soda-water_nn",8
"32748","soir_nn",8
"32749","solicitor-general_jj",8
"32750","solitaire_nn",8
"32751","somers_nnp",8
"32752","soom_nn",8
"32753","sophisticated_jj",8
"32754","sorbonne_nnp",8
"32755","sorted_vbn",8
"32756","soulless_jj",8
"32757","south-east_jj",8
"32758","spangles_nns",8
"32759","spark_vbp",8
"32760","speculate_vbp",8
"32761","spilling_nn",8
"32762","spirits-and-water_nn",8
"32763","spiritually_rb",8
"32764","spring-time_nn",8
"32765","sprite_nn",8
"32766","squeaked_vbd",8
"32767","squeaky_rb",8
"32768","stabbed_vbd",8
"32769","stagger_nn",8
"32770","stagger_vb",8
"32771","staggers_vbz",8
"32772","stalked_vbn",8
"32773","standing_jj",8
"32774","stareleigh_nnp",8
"32775","startles_vbz",8
"32776","steady_rb",8
"32777","steam-engine_jj",8
"32778","steerforth_nn",8
"32779","steighton_nnp",8
"32780","stelling_vbg",8
"32781","stern_nnp",8
"32782","stilled_vbd",8
"32783","stinging_vbg",8
"32784","stinking_vbg",8
"32785","stirrup-cup_nn",8
"32786","stoic_jj",8
"32787","stolidity_nn",8
"32788","stoned_vbn",8
"32789","stony-hearted_jj",8
"32790","stopper_nn",8
"32791","stops_nns",8
"32792","stopt_nn",8
"32793","straight-backed_jj",8
"32794","straightening_vbg",8
"32795","strait_nnp",8
"32796","stricter_jjr",8
"32797","striped_vbd",8
"32798","strolls_nns",8
"32799","structures_nns",8
"32800","struggle_vbp",8
"32801","stunted_vbd",8
"32802","stupidest_jjs",8
"32803","subaltern_jj",8
"32804","subservience_nn",8
"32805","subsisting_vbg",8
"32806","substantially_rb",8
"32807","substituted_vbd",8
"32808","substitution_nn",8
"32809","succor_vb",8
"32810","sugarscraps_nnp",8
"32811","suggestive_nn",8
"32812","suicidal_jj",8
"32813","suis_fw",8
"32814","sully_vb",8
"32815","supernumerary_jj",8
"32816","supped_vbn",8
"32817","supping_vbg",8
"32818","supplicate_vb",8
"32819","supplies_vbz",8
"32820","supply_vbp",8
"32821","supports_nns",8
"32822","supposititious_jj",8
"32823","surfeit_nn",8
"32824","surprizes_nns",8
"32825","surveyor_nn",8
"32826","survival_nn",8
"32827","sward_nn",8
"32828","sweat_vb",8
"32829","sweating_nn",8
"32830","sweetest_nn",8
"32831","swillenhausen_nnp",8
"32832","swimmingly_rb",8
"32833","swiss_nnp",8
"32834","swithin_nn",8
"32835","swynford_nnp",8
"32836","sympathise_nn",8
"32837","sympathise_vbp",8
"32838","tackle_vbp",8
"32839","tallish_jj",8
"32840","taming_vbg",8
"32841","tandem_nn",8
"32842","tangle_nnp",8
"32843","tankards_nns",8
"32844","tanks_nns",8
"32845","tant_jj",8
"32846","tarpaulin_nn",8
"32847","tasteful_jj",8
"32848","tasteless_jj",8
"32849","tattoo_nn",8
"32850","tatty_nnp",8
"32851","tavern_nnp",8
"32852","tawdry_nn",8
"32853","tawny_nn",8
"32854","te_nnp",8
"32855","teachings_nns",8
"32856","teens_nns",8
"32857","tellest_jjs",8
"32858","tepid_jj",8
"32859","terminus_nn",8
"32860","tesman_nnp",8
"32861","testimonies_nns",8
"32862","tete_nn",8
"32863","teutonic_jj",8
"32864","thane_nnp",8
"32865","thankee_nn",8
"32866","thavies_nnp",8
"32867","thawed_vbn",8
"32868","themsells_nns",8
"32869","thin-lipped_jj",8
"32870","thinnest_jjs",8
"32871","thirsting_vbg",8
"32872","thirty-four_jj",8
"32873","thither_vb",8
"32874","thowt_vbp",8
"32875","threefold_jj",8
"32876","thrills_vbz",8
"32877","thrive_vbp",8
"32878","thumps_nns",8
"32879","thwarting_vbg",8
"32880","ticket-of-leave_jj",8
"32881","ticking_vbg",8
"32882","tier_nn",8
"32883","tigress_nn",8
"32884","timbers_nns",8
"32885","timpson_nnp",8
"32886","tiniest_jjs",8
"32887","tinkling_vbg",8
"32888","tipperary_nnp",8
"32889","tippleton_nnp",8
"32890","tiring_vbg",8
"32891","tit_nn",8
"32892","titian_nnp",8
"32893","tittered_vbn",8
"32894","tofton_nnp",8
"32895","tolled_vbd",8
"32896","tolling_nn",8
"32897","toned_vbn",8
"32898","too-ready_jj",8
"32899","topaz_nn",8
"32900","topeka_nnp",8
"32901","topped_vbn",8
"32902","torquil_nnp",8
"32903","tosti_nnp",8
"32904","track_vb",8
"32905","tracked_vbd",8
"32906","traitorous_jj",8
"32907","tramcar_nn",8
"32908","trammels_nns",8
"32909","transacting_vbg",8
"32910","transcendental_jj",8
"32911","treadmill_nn",8
"32912","treads_nns",8
"32913","trebly_rb",8
"32914","trees_nnp",8
"32915","trellis_nns",8
"32916","tremens_nns",8
"32917","tremulousness_nn",8
"32918","trespasses_nns",8
"32919","tress_nn",8
"32920","tribulation_nn",8
"32921","tribune_nn",8
"32922","tributes_nns",8
"32923","trickle_vbp",8
"32924","trojans_nnps",8
"32925","trolley_nn",8
"32926","trout_nns",8
"32927","trudged_vbn",8
"32928","true-hearted_jj",8
"32929","trumpeting_vbg",8
"32930","trustfully_rb",8
"32931","tuan_nn",8
"32932","tumbles_vbz",8
"32933","turbulence_nn",8
"32934","turkeys_nns",8
"32935","tutor_nnp",8
"32936","tweetyman_nnp",8
"32937","twelve-month_jj",8
"32938","twined_vbn",8
"32939","twinges_nns",8
"32940","twirl_nn",8
"32941","two-and-thirty_jj",8
"32942","tyrannous_jj",8
"32943","u_nnp",8
"32944","ullah_nnp",8
"32945","ultimatum_nn",8
"32946","umpires_nns",8
"32947","unaffectedly_jj",8
"32948","unbeknown_jj",8
"32949","unbend_vb",8
"32950","unclasped_jj",8
"32951","uncles_jj",8
"32952","unconsidered_jj",8
"32953","uncover_vb",8
"32954","uncovering_vbg",8
"32955","undertones_nns",8
"32956","undesired_jj",8
"32957","undone_vbd",8
"32958","undressing_vbg",8
"32959","uneducated_jj",8
"32960","unexpectant_jj",8
"32961","unfasten_vb",8
"32962","unfastened_vbd",8
"32963","unfrequented_jj",8
"32964","unfriended_jj",8
"32965","unheeded_jj",8
"32966","unhesitating_jj",8
"32967","unhinged_vbn",8
"32968","unitarian_jj",8
"32969","unite_vbp",8
"32970","unlawfully_rb",8
"32971","unlocks_vbz",8
"32972","unmarked_jj",8
"32973","unowned_jj",8
"32974","unperturbed_jj",8
"32975","unpolished_jj",8
"32976","unreason_jj",8
"32977","unsettle_vb",8
"32978","unshaven_jj",8
"32979","unsheathed_jj",8
"32980","unskilful_jj",8
"32981","unspotted_jj",8
"32982","unsteadiness_nn",8
"32983","unstudied_jj",8
"32984","unt_jj",8
"32985","untenable_jj",8
"32986","untenanted_jj",8
"32987","unwomanly_jj",8
"32988","unwritten_jj",8
"32989","upset_vbp",8
"32990","ury_nnp",8
"32991","use_nnp",8
"32992","uselessness_nn",8
"32993","utrecht_nnp",8
"32994","uttermost_nn",8
"32995","vane_nn",8
"32996","vary_vbp",8
"32997","vatican_nnp",8
"32998","vaudeville_nn",8
"32999","vaulted_vbn",8
"33000","ve_nn",8
"33001","vellum_nnp",8
"33002","velvets_nns",8
"33003","velvety_nn",8
"33004","venerated_jj",8
"33005","verb_nn",8
"33006","verree_jj",8
"33007","vestal_jj",8
"33008","vested_jj",8
"33009","via_in",8
"33010","vibrated_vbn",8
"33011","viceroy_nnp",8
"33012","vicinironi_nnp",8
"33013","viejo_nn",8
"33014","vineyard_nn",8
"33015","vineyards_nns",8
"33016","violating_vbg",8
"33017","visitations_nns",8
"33018","vite_nn",8
"33019","vocalist_nn",8
"33020","vocations_nns",8
"33021","voir_fw",8
"33022","volunteer_vb",8
"33023","vote_vbp",8
"33024","voter_nn",8
"33025","vouchsafe_nn",8
"33026","voyons_nns",8
"33027","vultures_nns",8
"33028","w_nnp",8
"33029","waddled_vbd",8
"33030","waded_vbd",8
"33031","wafted_vbd",8
"33032","wagons_nns",8
"33033","waiting-maid_jj",8
"33034","wakefield_nnp",8
"33035","walking-sticks_nns",8
"33036","wall_nnp",8
"33037","wanders_vbz",8
"33038","want_jj",8
"33039","warded_vbd",8
"33040","warden_nnp",8
"33041","wash-house_nn",8
"33042","wasp_nn",8
"33043","wassail_nn",8
"33044","waste_nnp",8
"33045","water-butt_nn",8
"33046","water-colour_jj",8
"33047","water_vb",8
"33048","waxwork_nn",8
"33049","weak-minded_jj",8
"33050","weal_nn",8
"33051","weather_nnp",8
"33052","weathercock_nn",8
"33053","wedding-ring_jj",8
"33054","wedged_vbn",8
"33055","welcomes_vbz",8
"33056","well-brushed_jj",8
"33057","well-doing_jj",8
"33058","well-furnished_jj",8
"33059","well-ordered_jj",8
"33060","welly_rb",8
"33061","welsh_nnp",8
"33062","wheedle_vb",8
"33063","wheedled_vbd",8
"33064","whereabout_nn",8
"33065","whiles_vbz",8
"33066","whisper_vbp",8
"33067","whist-table_jj",8
"33068","whiston_nnp",8
"33069","white-faces_nns",8
"33070","whitechapel_nnp",8
"33071","whitest_jjs",8
"33072","whomsoever_vb",8
"33073","whores_nns",8
"33074","widders_nns",8
"33075","wielded_vbd",8
"33076","wilberforce_nnp",8
"33077","wilsons_nnps",8
"33078","windfall_nn",8
"33079","window-frame_nn",8
"33080","windward_vb",8
"33081","wine_nnp",8
"33082","winna_vbp",8
"33083","withdraws_nns",8
"33084","witherfield_nnp",8
"33085","withstanding_vbg",8
"33086","wizard_nn",8
"33087","women-servants_nns",8
"33088","wood-fire_nn",8
"33089","woolsack_nn",8
"33090","work-basket_nn",8
"33091","work_nnp",8
"33092","workbox_nn",8
"33093","workhouse_nnp",8
"33094","worsted_jj",8
"33095","worthlessness_nn",8
"33096","wouverman_nnp",8
"33097","wraps_vbz",8
"33098","wreathed_vbn",8
"33099","wrecks_nns",8
"33100","wrest_vb",8
"33101","wriggle_vb",8
"33102","writing-master_nn",8
"33103","written_vbd",8
"33104","wrung_vbg",8
"33105","wrung_vbp",8
"33106","xxxiv_nn",8
"33107","yankee_nnp",8
"33108","yearling_jj",8
"33109","youre_nn",8
"33110","zecchin_nn",8
"33111","zigzag_nn",8
"33112","17th_jj",7
"33113","1899_cd",7
"33114","1914_cd",7
"33115","22nd_jj",7
"33116","41_cd",7
"33117","52_cd",7
"33118","92_cd",7
"33119","a'mighty_nnp",7
"33120","a-goin_vb",7
"33121","a-nigh_jj",7
"33122","abaout_in",7
"33123","abbey-mill_nnp",7
"33124","abbey_jj",7
"33125","abbotsford_nnp",7
"33126","abduction_nn",7
"33127","abear_vb",7
"33128","abolish_vb",7
"33129","absorb_vb",7
"33130","abstain_jj",7
"33131","abstain_vbp",7
"33132","abstemious_jj",7
"33133","accelerated_vbd",7
"33134","acquit_vbp",7
"33135","acre_nnp",7
"33136","acumen_nns",7
"33137","adamantine_jj",7
"33138","adjourn_vb",7
"33139","advance_vbp",7
"33140","adversity_nnp",7
"33141","adverted_vbn",7
"33142","advisability_nn",7
"33143","aeschylus_nnp",7
"33144","aesop_nnp",7
"33145","aff_in",7
"33146","aff_rb",7
"33147","affidavits_nns",7
"33148","affix_vb",7
"33149","after-life_nn",7
"33150","afterthought_jj",7
"33151","air_vb",7
"33152","alacrity_nnp",7
"33153","alarms_vbz",7
"33154","alcohol_nn",7
"33155","alfuro_nnp",7
"33156","algebra_nnp",7
"33157","alibi_nn",7
"33158","alienate_vb",7
"33159","all-muggleton_nnp",7
"33160","allan-a-dale_nnp",7
"33161","allays_vbp",7
"33162","alleviated_vbn",7
"33163","alleybi_nn",7
"33164","allez_nn",7
"33165","almoner_nn",7
"33166","alnaschar_nnp",7
"33167","alonger_nn",7
"33168","alternated_vbn",7
"33169","alters_vbz",7
"33170","amalgamation_nn",7
"33171","amazon_nnp",7
"33172","ami_fw",7
"33173","amidst_vb",7
"33174","amor_nn",7
"33175","amounts_nns",7
"33176","amphibious_jj",7
"33177","anciently_rb",7
"33178","angered_jj",7
"33179","anglican_jj",7
"33180","angus_nnp",7
"33181","animating_jj",7
"33182","anither_nn",7
"33183","annoy_jj",7
"33184","annoy_nn",7
"33185","anomaly_nn",7
"33186","antediluvian_jj",7
"33187","antic_jj",7
"33188","antoninus_nnp",7
"33189","appellant_nn",7
"33190","appellations_nns",7
"33191","appendages_nns",7
"33192","appointed_jj",7
"33193","appreciably_rb",7
"33194","appropriating_vbg",7
"33195","apricots_nns",7
"33196","arcadian_jj",7
"33197","archibald_nnp",7
"33198","argus_nnp",7
"33199","armpit_nn",7
"33200","arrayed_jj",7
"33201","arsenic_nn",7
"33202","arternoon_nn",7
"33203","arterwards_rb",7
"33204","artery_nn",7
"33205","articulated_vbd",7
"33206","ascertained_jj",7
"33207","asiatic_jj",7
"33208","assassinated_vbn",7
"33209","assemble_vbp",7
"33210","assigned_vbd",7
"33211","assigns_vbz",7
"33212","astronomer_nn",7
"33213","ath_nn",7
"33214","atheism_nn",7
"33215","atmospheric_jj",7
"33216","attain_vbp",7
"33217","attics_nns",7
"33218","attorney_nnp",7
"33219","augured_vbn",7
"33220","augustine_nnp",7
"33221","auld_nnp",7
"33222","austerely_rb",7
"33223","author_nnp",7
"33224","authoress_nn",7
"33225","authorised_jj",7
"33226","authority_nnp",7
"33227","autograph_vbp",7
"33228","avenger_nn",7
"33229","averse_vbp",7
"33230","avez_nn",7
"33231","avows_vbz",7
"33232","awe-struck_jj",7
"33233","awe_vb",7
"33234","ax_nn",7
"33235","back-shop_nn",7
"33236","back-stairs_nns",7
"33237","bai_fw",7
"33238","baited_vbd",7
"33239","bales_nns",7
"33240","ballantyne_nnp",7
"33241","ban_nn",7
"33242","banal_jj",7
"33243","band-box_nn",7
"33244","barbarians_nns",7
"33245","bared_vbn",7
"33246","barefooted_vbn",7
"33247","bareness_nn",7
"33248","barouche-landau_nn",7
"33249","bartlett_nnp",7
"33250","base_vb",7
"33251","baser_nn",7
"33252","basest_nn",7
"33253","bask_vb",7
"33254","bat_nnp",7
"33255","battering-ram_nn",7
"33256","beaks_nns",7
"33257","beastly_jj",7
"33258","beaten_vbd",7
"33259","becky_jj",7
"33260","bedfellows_nns",7
"33261","beef-steak_nn",7
"33262","befal_jj",7
"33263","befriending_vbg",7
"33264","begad_nnp",7
"33265","begat_nn",7
"33266","begone_vb",7
"33267","begot_vbd",7
"33268","begotten_jj",7
"33269","begotten_nn",7
"33270","believeth_nn",7
"33271","belladonna_nnp",7
"33272","belles_nns",7
"33273","bellies_nns",7
"33274","benedictine_nnp",7
"33275","benefited_vbd",7
"33276","benevento_nnp",7
"33277","berryin_nn",7
"33278","bertrams_nnps",7
"33279","beseeches_vbz",7
"33280","besotted_jj",7
"33281","bespattered_vbn",7
"33282","bested_vbn",7
"33283","bestowal_jjs",7
"33284","bestows_vbz",7
"33285","bethink_nnp",7
"33286","bethink_vbp",7
"33287","betide_nn",7
"33288","betrayal_jj",7
"33289","bettering_vbg",7
"33290","bewildering_jj",7
"33291","bibles_nnp",7
"33292","bigot_nn",7
"33293","bigoted_jj",7
"33294","billiard-rooms_nns",7
"33295","bindings_nns",7
"33296","binoculars_nns",7
"33297","birthdays_nns",7
"33298","bishopric_nn",7
"33299","bitter_nnp",7
"33300","blab_vb",7
"33301","black-browed_jj",7
"33302","black-coated_jj",7
"33303","blackguards_nns",7
"33304","bladder_nn",7
"33305","blandness_nn",7
"33306","blast_vb",7
"33307","bleared_jj",7
"33308","bleating_nn",7
"33309","blessedly_rb",7
"33310","bloodhound_nn",7
"33311","bloody-minded_jj",7
"33312","blotch_nn",7
